var_names,OlinkID,Assay,UniProt,Panel,Panel_Version,Protein target,Short name,gene_name
OID20704,OID20704,CST7,O76096,INFLAMMATION,1,Cystatin-F ,CST7,CST7
OID20506,OID20506,IFNLR1,Q8IU57,INFLAMMATION,1,Interferon lambda receptor 1 ,IFNLR1,IFNLR1
OID20503,OID20503,FGF2,P09038,INFLAMMATION,1,Fibroblast growth factor 2 ,FGF2,FGF2
OID20556,OID20556,CNTNAP2,Q9UHC6,INFLAMMATION,1,Contactin-associated protein-like 2 ,CNTNAP2,CNTNAP2
OID20515,OID20515,FOXO1,Q12778,INFLAMMATION,1,Forkhead box protein O1 ,FOXO1,FOXO1
OID20517,OID20517,BID,P55957,INFLAMMATION,1,BH3-interacting domain death agonist ,BID,BID
OID20529,OID20529,FCRL6,Q6DN72,INFLAMMATION,1,Fc receptor-like protein 6 ,FCRL6,FCRL6
OID20512,OID20512,ALDH3A1,P30838,INFLAMMATION,1,"Aldehyde dehydrogenase, dimeric NADP-preferring ",ALDH3A1,ALDH3A1
OID20690,OID20690,SIGLEC1,Q9BZZ2,INFLAMMATION,1,Sialoadhesin ,SIGLEC1,SIGLEC1
OID20722,OID20722,FIS1,Q9Y3D6,INFLAMMATION,1,Mitochondrial fission 1 protein ,FIS1,FIS1
OID20440,OID20440,IL24,Q13007,INFLAMMATION,1,Interleukin-24 ,IL24,IL24
OID20423,OID20423,EIF5A,P63241,INFLAMMATION,1,Eukaryotic translation initiation factor 5A-1 ,EIF5A,EIF5A
OID20615,OID20615,HPCAL1,P37235,INFLAMMATION,1,Hippocalcin-like protein 1 ,HPCAL1,HPCAL1
OID20523,OID20523,CCL7,P80098,INFLAMMATION,1,C-C motif chemokine 7 ,CCL7,CCL7
OID20510,OID20510,NUB1,Q9Y5A7,INFLAMMATION,1,NEDD8 ultimate buster 1 ,NUB1,NUB1
OID20641,OID20641,GMPR,P36959,INFLAMMATION,1,GMP reductase 1 ,GMPR,GMPR
OID20522,OID20522,EPO,P01588,INFLAMMATION,1,Erythropoietin ,EPO,EPO
OID20507,OID20507,TRAF2,Q12933,INFLAMMATION,1,TNF receptor-associated factor 2 ,TRAF2,TRAF2
OID20718,OID20718,HSPA1A,P0DMV8,INFLAMMATION,1,Heat shock 70 kDa protein 1A ,HSPA1A,HSPA1A
OID20643,OID20643,PPP1R9B,Q96SB3,INFLAMMATION,1,Neurabin-2 ,PPP1R9B,PPP1R9B
OID20460,OID20460,WNT9A,O14904,INFLAMMATION,1,Protein Wnt-9a ,WNT9A,WNT9A
OID20711,OID20711,MGLL,Q99685,INFLAMMATION,1,Monoglyceride lipase ,MGLL,MGLL
OID20511,OID20511,PSPN,O60542,INFLAMMATION,1,Persephin ,PSPN,PSPN
OID20421,OID20421,PAPPA,Q13219,INFLAMMATION,1,Pappalysin-1 ,PAPPA,PAPPA
OID20448,OID20448,NCLN,Q969V3,INFLAMMATION,1,Nicalin ,NCLN,NCLN
OID20625,OID20625,EIF4G1,Q04637,INFLAMMATION,1,Eukaryotic translation initiation factor 4 gamma 1 ,EIF4G1,EIF4G1
OID20565,OID20565,CD83,Q01151,INFLAMMATION,1,CD83 antigen ,CD83,CD83
OID20520,OID20520,HLA-DRA,P01903,INFLAMMATION,1,"HLA class II histocompatibility antigen, DR alpha chain ",HLA-DRA,HLA-DRA
OID20739,OID20739,SIRPB1,O00241,INFLAMMATION,1,Signal-regulatory protein beta-1 ,SIRPB1,SIRPB1
OID20508,OID20508,SULT2A1,Q06520,INFLAMMATION,1,Bile salt sulfotransferase ,SULT2A1,SULT2A1
OID20549,OID20549,PSMG3,Q9BT73,INFLAMMATION,1,Proteasome assembly chaperone 3 ,PSMG3,PSMG3
OID20541,OID20541,MLN,P12872,INFLAMMATION,1,Promotilin [Cleaved into: Motilin; Motilin-associated peptide ,MLN,MLN
OID20724,OID20724,CD40,P25942,INFLAMMATION,1,Tumor necrosis factor receptor superfamily member 5 ,CD40,CD40
OID20767,OID20767,MATN2,O00339,INFLAMMATION,1,Matrilin-2,MATN2,MATN2
OID20526,OID20526,TRIM5,Q9C035,INFLAMMATION,1,Tripartite motif-containing protein 5 ,TRIM5,TRIM5
OID20603,OID20603,CD200,P41217,INFLAMMATION,1,OX-2 membrane glycoprotein ,CD200,CD200
OID20627,OID20627,DNAJA2,O60884,INFLAMMATION,1,DnaJ homolog subfamily A member 2 ,DNAJA2,DNAJA2
OID20480,OID20480,TNFRSF13C,Q96RJ3,INFLAMMATION,1,Tumor necrosis factor receptor superfamily member 13C ,TNFRSF13C,TNFRSF13C
OID20712,OID20712,DNER,Q8NFT8,INFLAMMATION,1,Delta and Notch-like epidermal growth factor-related receptor,DNER,DNER
OID20433,OID20433,TNFAIP8,O95379,INFLAMMATION,1,Tumor necrosis factor alpha-induced protein 8 ,TNFAIP8,TNFAIP8
OID20687,OID20687,MMP10,P09238,INFLAMMATION,1,Stromelysin-2 ,MMP10,MMP10
OID20621,OID20621,TGFB1,P01137,INFLAMMATION,1,Transforming growth factor beta-1 proprotein [Cleaved into: Latency-associated peptide ,TGFB1,TGFB1
OID20559,OID20559,CLIP2,Q9UDT6,INFLAMMATION,1,CAP-Gly domain-containing linker protein 2 ,CLIP2,CLIP2
OID20640,OID20640,LAT,O43561,INFLAMMATION,1,Linker for activation of T-cells family member 1 ,LAT,LAT
OID20513,OID20513,BCL2L11,O43521-2,INFLAMMATION,1,,,O43521-2
OID20471,OID20471,GALNT3,Q14435,INFLAMMATION,1,Polypeptide N-acetylgalactosaminyltransferase 3 ,GALNT3,GALNT3
OID20741,OID20741,PDGFB,P01127,INFLAMMATION,1,Platelet-derived growth factor subunit B ,PDGFB,PDGFB
OID20667,OID20667,CDSN,Q15517,INFLAMMATION,1,Corneodesmosin ,CDSN,CDSN
OID20771,OID20771,CHRDL1,Q9BU40,INFLAMMATION,1,Chordin-like protein 1 ,CHRDL1,CHRDL1
OID20465,OID20465,NRTN,Q99748,INFLAMMATION,1,Neurturin,NRTN,NRTN
OID20663,OID20663,GZMA,P12544,INFLAMMATION,1,Granzyme A ,GZMA,GZMA
OID20695,OID20695,CCL4,P13236,INFLAMMATION,1,C-C motif chemokine 4 ,CCL4,CCL4
OID20789,OID20789,NME3,Q13232,INFLAMMATION,1,Nucleoside diphosphate kinase 3 ,NME3,NME3
OID21145,OID21145,TNFRSF1B,P20333,NEUROLOGY,1,Tumor necrosis factor receptor superfamily member 1B ,TNFRSF1B,TNFRSF1B
OID21153,OID21153,PAMR1,Q6UXH9,NEUROLOGY,1,Inactive serine protease PAMR1 ,PAMR1,PAMR1
OID21136,OID21136,IL7R,P16871,NEUROLOGY,1,Interleukin-7 receptor subunit alpha ,IL7R,IL7R
OID21119,OID21119,CD177,Q8N6Q3,NEUROLOGY,1,CD177 antigen ,CD177,CD177
OID20867,OID20867,PRTFDC1,Q9NRG1,NEUROLOGY,1,Phosphoribosyltransferase domain-containing protein 1,PRTFDC1,PRTFDC1
OID20852,OID20852,SLC39A14,Q15043,NEUROLOGY,1,Zinc transporter ZIP14 ,SLC39A14,SLC39A14
OID21148,OID21148,SPINK5,Q9NQ38,NEUROLOGY,1,Serine protease inhibitor Kazal-type 5 ,SPINK5,SPINK5
OID20968,OID20968,FRZB,Q92765,NEUROLOGY,1,Secreted frizzled-related protein 3 ,FRZB,FRZB
OID21044,OID21044,CASC4,Q6P4E1,NEUROLOGY,1,Protein CASC4 ,CASC4,GOLM2
OID20974,OID20974,ADGRB3,O60242,NEUROLOGY,1,Adhesion G protein-coupled receptor B3 ,ADGRB3,ADGRB3
OID21142,OID21142,RELT,Q969Z4,NEUROLOGY,1,Tumor necrosis factor receptor superfamily member 19L ,RELT,RELT
OID21042,OID21042,CXCL11,O14625,NEUROLOGY,1,C-X-C motif chemokine 11 ,CXCL11,CXCL11
OID21126,OID21126,IL1RAP,Q9NPH3,NEUROLOGY,1,Interleukin-1 receptor accessory protein ,IL1RAP,IL1RAP
OID20942,OID20942,TBCC,Q15814,NEUROLOGY,1,Tubulin-specific chaperone C ,TBCC,TBCC
OID20969,OID20969,PSME1,Q06323,NEUROLOGY,1,Proteasome activator complex subunit 1 ,PSME1,PSME1
OID21123,OID21123,OGN,P20774,NEUROLOGY,1,Mimecan ,OGN,OGN
OID21124,OID21124,PLAU,P00749,NEUROLOGY,1,Urokinase-type plasminogen activator ,PLAU,PLAU
OID20844,OID20844,TBC1D17,Q9HA65,NEUROLOGY,1,TBC1 domain family member 17,TBC1D17,TBC1D17
OID21054,OID21054,CPM,P14384,NEUROLOGY,1,Carboxypeptidase M ,CPM,CPM
OID20827,OID20827,DUSP3,P51452,NEUROLOGY,1,Dual specificity protein phosphatase 3 ,DUSP3,DUSP3
OID21085,OID21085,NID2,Q14112,NEUROLOGY,1,Nidogen-2 ,NID2,NID2
OID21013,OID21013,FUT3_FUT5,P21217_Q11128,NEUROLOGY,1,Galactoside 3_5,FUT3_FUT5,FUT3
OID21112,OID21112,CLEC11A,Q9Y240,NEUROLOGY,1,C-type lectin domain family 11 member A ,CLEC11A,CLEC11A
OID20851,OID20851,VSTM1,Q6UX27,NEUROLOGY,1,V-set and transmembrane domain-containing protein 1 ,VSTM1,VSTM1
OID21133,OID21133,FCER2,P06734,NEUROLOGY,1,Low affinity immunoglobulin epsilon Fc receptor ,FCER2,FCER2
OID20935,OID20935,EFNA4,P52798,NEUROLOGY,1,Ephrin-A4 ,EFNA4,EFNA4
OID20816,OID20816,TDGF1,P13385,NEUROLOGY,1,Teratocarcinoma-derived growth factor 1 ,TDGF1,CRIPTO
OID20940,OID20940,CDCP1,Q9H5V8,NEUROLOGY,1,CUB domain-containing protein 1 ,CDCP1,CDCP1
OID21078,OID21078,AHSP,Q9NZD4,NEUROLOGY,1,Alpha-hemoglobin-stabilizing protein ,AHSP,AHSP
OID21037,OID21037,ENO1,P06733,NEUROLOGY,1,Alpha-enolase ,ENO1,ENO1
OID21111,OID21111,FCRL5,Q96RD9,NEUROLOGY,1,Fc receptor-like protein 5 ,FCRL5,FCRL5
OID21024,OID21024,CXCL13,O43927,NEUROLOGY,1,C-X-C motif chemokine 13 ,CXCL13,CXCL13
OID20798,OID20798,ATF2,P15336,NEUROLOGY,1,Cyclic AMP-dependent transcription factor ATF-2 ,ATF2,ATF2
OID20849,OID20849,NXPH1,P58417,NEUROLOGY,1,Neurexophilin-1,NXPH1,NXPH1
OID20824,OID20824,LIF,P15018,NEUROLOGY,1,Leukemia inhibitory factor ,LIF,LIF
OID21055,OID21055,NCAN,O14594,NEUROLOGY,1,Neurocan core protein ,NCAN,NCAN
OID21048,OID21048,SCARF2,Q96GP6,NEUROLOGY,1,Scavenger receptor class F member 2 ,SCARF2,SCARF2
OID21065,OID21065,RGMA,Q96B86,NEUROLOGY,1,Repulsive guidance molecule A ,RGMA,RGMA
OID20866,OID20866,MUC13,Q9H3R2,NEUROLOGY,1,Mucin-13 ,MUC13,MUC13
OID20993,OID20993,TBCB,Q99426,NEUROLOGY,1,Tubulin-folding cofactor B ,TBCB,TBCB
OID21122,OID21122,CD99L2,Q8TCZ2,NEUROLOGY,1,CD99 antigen-like protein 2 ,CD99L2,CD99L2
OID21094,OID21094,PIK3IP1,Q96FE7,NEUROLOGY,1,Phosphoinositide-3-kinase-interacting protein 1 ,PIK3IP1,PIK3IP1
OID21011,OID21011,PVR,P15151,NEUROLOGY,1,Poliovirus receptor ,PVR,PVR
OID20949,OID20949,GLB1,P16278,NEUROLOGY,1,Beta-galactosidase ,GLB1,GLB1
OID21009,OID21009,DDR1,Q08345,NEUROLOGY,1,Epithelial discoidin domain-containing receptor 1 ,DDR1,DDR1
OID21022,OID21022,NSFL1C,Q9UNZ2,NEUROLOGY,1,NSFL1 cofactor p47 ,NSFL1C,NSFL1C
OID21092,OID21092,CNTN3,Q9P232,NEUROLOGY,1,Contactin-3 ,CNTN3,CNTN3
OID20996,OID20996,ASAH2,Q9NR71,NEUROLOGY,1,Neutral ceramidase ,ASAH2,ASAH2
OID20976,OID20976,CX3CL1,P78423,NEUROLOGY,1,Fractalkine ,CX3CL1,CX3CL1
OID20910,OID20910,CLPP,Q16740,NEUROLOGY,1,"ATP-dependent Clp protease proteolytic subunit, mitochondrial ",CLPP,CLPP
OID20819,OID20819,PAK4,O96013,NEUROLOGY,1,Serine/threonine-protein kinase PAK 4 ,PAK4,PAK4
OID20947,OID20947,TMPRSS5,Q9H3S3,NEUROLOGY,1,Transmembrane protease serine 5 ,TMPRSS5,TMPRSS5
OID20812,OID20812,SIGLEC15,Q6ZMC9,NEUROLOGY,1,Sialic acid-binding Ig-like lectin 15 ,SIGLEC15,SIGLEC15
OID20901,OID20901,CRIP2,P52943,NEUROLOGY,1,Cysteine-rich protein 2 ,CRIP2,CRIP2
OID21057,OID21057,NTRK3,Q16288,NEUROLOGY,1,NT-3 growth factor receptor ,NTRK3,NTRK3
OID20954,OID20954,MASP1,P48740,NEUROLOGY,1,Mannan-binding lectin serine protease 1 ,MASP1,MASP1
OID21019,OID21019,MMP8,P22894,NEUROLOGY,1,Neutrophil collagenase ,MMP8,MMP8
OID20854,OID20854,CASP1,P29466,NEUROLOGY,1,Caspase-1 ,CASP1,CASP1
OID20985,OID20985,TNFRSF9,Q07011,NEUROLOGY,1,Tumor necrosis factor receptor superfamily member 9 ,TNFRSF9,TNFRSF9
OID21047,OID21047,OXT,P01178,NEUROLOGY,1,Oxytocin-neurophysin 1 ,OXT,OXT
OID20975,OID20975,HNMT,P50135,NEUROLOGY,1,Histamine N-methyltransferase ,HNMT,HNMT
OID21041,OID21041,LGALS8,O00214,NEUROLOGY,1,Galectin-8 ,LGALS8,LGALS8
OID21077,OID21077,STIP1,P31948,NEUROLOGY,1,Stress-induced-phosphoprotein 1 ,STIP1,STIP1
OID20922,OID20922,PHOSPHO1,Q8TCT1,NEUROLOGY,1,Phosphoethanolamine/phosphocholine phosphatase ,PHOSPHO1,PHOSPHO1
OID21087,OID21087,PEBP1,P30086,NEUROLOGY,1,Phosphatidylethanolamine-binding protein 1 ,PEBP1,PEBP1
OID20835,OID20835,PLIN1,O60240,NEUROLOGY,1,Perilipin-1 ,PLIN1,PLIN1
OID20875,OID20875,TDRKH,Q9Y2W6,NEUROLOGY,1,Tudor and KH domain-containing protein ,TDRKH,TDRKH
OID21143,OID21143,DBI,P07108,NEUROLOGY,1,Acyl-CoA-binding protein ,DBI,DBI
OID20938,OID20938,RSPO1,Q2MKA7,NEUROLOGY,1,R-spondin-1 ,RSPO1,RSPO1
OID21140,OID21140,FYB1,O15117,NEUROLOGY,1,FYN-binding protein 1 ,FYB1,FYB1
OID21068,OID21068,WISP2,O76076,NEUROLOGY,1,WNT1-inducible-signaling pathway protein 2 ,WISP2,CCN5
OID20986,OID20986,RBKS,Q9H477,NEUROLOGY,1,Ribokinase ,RBKS,RBKS
OID20927,OID20927,APRT,P07741,NEUROLOGY,1,Adenine phosphoribosyltransferase ,APRT,APRT
OID20941,OID20941,IFNGR2,P38484,NEUROLOGY,1,Interferon gamma receptor 2 ,IFNGR2,IFNGR2
OID21113,OID21113,DSG2,Q14126,NEUROLOGY,1,Desmoglein-2 ,DSG2,DSG2
OID21043,OID21043,FABP5,Q01469,NEUROLOGY,1,Fatty acid-binding protein 5 ,FABP5,FABP5
OID20984,OID20984,SFRP1,Q8N474,NEUROLOGY,1,Secreted frizzled-related protein 1 ,SFRP1,SFRP1
OID21045,OID21045,RGMB,Q6NW40,NEUROLOGY,1,RGM domain family member B ,RGMB,RGMB
OID20982,OID20982,EPHB6,O15197,NEUROLOGY,1,Ephrin type-B receptor 6 ,EPHB6,EPHB6
OID20978,OID20978,AFP,P02771,NEUROLOGY,1,Alpha-fetoprotein ,AFP,AFP
OID20998,OID20998,BCAN,Q96GW7,NEUROLOGY,1,Brevican core protein ,BCAN,BCAN
OID21058,OID21058,SCARA5,Q6ZMJ2,NEUROLOGY,1,Scavenger receptor class A member 5 ,SCARA5,SCARA5
OID20839,OID20839,PBLD,P30039,NEUROLOGY,1,Phenazine biosynthesis-like domain-containing protein ,PBLD,PBLD
OID21152,OID21152,LILRA2,Q8N149,NEUROLOGY,1,Leukocyte immunoglobulin-like receptor subfamily A member 2 ,LILRA2,LILRA2
OID21114,OID21114,SOD2,P04179,NEUROLOGY,1,"Superoxide dismutase [Mn], mitochondrial ",SOD2,SOD2
OID21138,OID21138,ARSA,P15289,NEUROLOGY,1,Arylsulfatase A ,ARSA,ARSA
OID21155,OID21155,TNFRSF1A,P19438,NEUROLOGY,1,Tumor necrosis factor receptor superfamily member 1A ,TNFRSF1A,TNFRSF1A
OID20871,OID20871,NEFL,P07196,NEUROLOGY,1,Neurofilament light polypeptide ,NEFL,NEFL
OID20847,OID20847,PTS,Q03393,NEUROLOGY,1,6-pyruvoyl tetrahydrobiopterin synthase ,PTS,PTS
OID21095,OID21095,NCAM2,O15394,NEUROLOGY,1,Neural cell adhesion molecule 2 ,NCAM2,NCAM2
OID20933,OID20933,GFRA3,O60609,NEUROLOGY,1,GDNF family receptor alpha-3 ,GFRA3,GFRA3
OID21144,OID21144,VSIG4,Q9Y279,NEUROLOGY,1,V-set and immunoglobulin domain-containing protein 4 ,VSIG4,VSIG4
OID20937,OID20937,FKBP5,Q13451,NEUROLOGY,1,Peptidyl-prolyl cis-trans isomerase FKBP5 ,FKBP5,FKBP5
OID21108,OID21108,CD109,Q6YHK3,NEUROLOGY,1,CD109 antigen ,CD109,CD109
OID20878,OID20878,S100A16,Q96FQ6,NEUROLOGY,1,Protein S100-A16 ,S100A16,S100A16
OID20884,OID20884,FMNL1,O95466,NEUROLOGY,1,Formin-like protein 1 ,FMNL1,FMNL1
OID21147,OID21147,TIMP4,Q99727,NEUROLOGY,1,Metalloproteinase inhibitor 4 ,TIMP4,TIMP4
OID21128,OID21128,ALDH1A1,P00352,NEUROLOGY,1,Retinal dehydrogenase 1 ,ALDH1A1,ALDH1A1
OID20896,OID20896,AGR2,O95994,NEUROLOGY,1,Anterior gradient protein 2 homolog ,AGR2,AGR2
OID21127,OID21127,B4GAT1,O43505,NEUROLOGY,1,"Beta-1,4-glucuronyltransferase 1 ",B4GAT1,B4GAT1
OID21096,OID21096,CA6,P23280,NEUROLOGY,1,Carbonic anhydrase 6 ,CA6,CA6
OID20899,OID20899,MAP4K5,Q9Y4K4,NEUROLOGY,1,Mitogen-activated protein kinase kinase kinase kinase 5 ,MAP4K5,MAP4K5
OID21081,OID21081,NRP2,O60462,NEUROLOGY,1,Neuropilin-2 ,NRP2,NRP2
OID20912,OID20912,PTPRN2,Q92932,NEUROLOGY,1,Receptor-type tyrosine-protein phosphatase N2 ,PTPRN2,PTPRN2
OID20791,OID20791,FOSB,P53539,NEUROLOGY,1,Protein fosB ,FOSB,FOSB
OID21071,OID21071,ITGAM,P11215,NEUROLOGY,1,Integrin alpha-M ,ITGAM,ITGAM
OID20905,OID20905,EREG,O14944,NEUROLOGY,1,Proepiregulin [Cleaved into: Epiregulin ,EREG,EREG
OID20846,OID20846,FKBP7,Q9Y680,NEUROLOGY,1,Peptidyl-prolyl cis-trans isomerase FKBP7 ,FKBP7,FKBP7
OID20897,OID20897,DPEP1,P16444,NEUROLOGY,1,Dipeptidase 1 ,DPEP1,DPEP1
OID20906,OID20906,SKAP1,Q86WV1,NEUROLOGY,1,Src kinase-associated phosphoprotein 1 ,SKAP1,SKAP1
OID20931,OID20931,NAAA,Q02083,NEUROLOGY,1,N-acylethanolamine-hydrolyzing acid amidase ,NAAA,NAAA
OID20831,OID20831,CLSPN,Q9HAW4,NEUROLOGY,1,Claspin ,CLSPN,CLSPN
OID21070,OID21070,APP,P05067,NEUROLOGY,1,Amyloid-beta precursor protein ,APP,APP
OID21082,OID21082,SIGLEC5,O15389,NEUROLOGY,1,Sialic acid-binding Ig-like lectin 5 ,SIGLEC5,SIGLEC5
OID21146,OID21146,IGF2R,P11717,NEUROLOGY,1,Cation-independent mannose-6-phosphate receptor ,IGF2R,IGF2R
OID20999,OID20999,ACVRL1,P37023,NEUROLOGY,1,Serine/threonine-protein kinase receptor R3 ,ACVRL1,ACVRL1
OID21130,OID21130,CD300LG,Q6UXG3,NEUROLOGY,1,CMRF35-like molecule 9 ,CD300LG,CD300LG
OID20945,OID20945,LY96,Q9Y6Y9,NEUROLOGY,1,Lymphocyte antigen 96 ,LY96,LY96
OID21030,OID21030,CCL19,Q99731,NEUROLOGY,1,C-C motif chemokine 19 ,CCL19,CCL19
OID21027,OID21027,PPCDC,Q96CD2,NEUROLOGY,1,Phosphopantothenoylcysteine decarboxylase ,PPCDC,PPCDC
OID20828,OID20828,FGR,P09769,NEUROLOGY,1,Tyrosine-protein kinase Fgr ,FGR,FGR
OID21072,OID21072,APOH,P02749,NEUROLOGY,1,Beta-2-glycoprotein 1 ,APOH,APOH
OID21015,OID21015,RWDD1,Q9H446,NEUROLOGY,1,RWD domain-containing protein 1 ,RWDD1,RWDD1
OID21109,OID21109,SPINT1,O43278,NEUROLOGY,1,Kunitz-type protease inhibitor 1 ,SPINT1,SPINT1
OID21079,OID21079,DSC2,Q02487,NEUROLOGY,1,Desmocollin-2 ,DSC2,DSC2
OID21157,OID21157,STC2,O76061,NEUROLOGY,1,Stanniocalcin-2 ,STC2,STC2
OID20956,OID20956,DNMBP,Q6XZF7,NEUROLOGY,1,Dynamin-binding protein ,DNMBP,DNMBP
OID20992,OID20992,FUT8,Q9BYC5,NEUROLOGY,1,Alpha-,FUT8,FUT8
OID20930,OID20930,CHMP1A,Q9HD42,NEUROLOGY,1,Charged multivesicular body protein 1a ,CHMP1A,CHMP1A
OID21007,OID21007,ROBO2,Q9HCK4,NEUROLOGY,1,Roundabout homolog 2,ROBO2,ROBO2
OID21028,OID21028,SMPD1,P17405,NEUROLOGY,1,Sphingomyelin phosphodiesterase ,SMPD1,SMPD1
OID21120,OID21120,TREML2,Q5T2D2,NEUROLOGY,1,Trem-like transcript 2 protein ,TREML2,TREML2
OID20979,OID20979,MATN3,O15232,NEUROLOGY,1,Matrilin-3,MATN3,MATN3
OID20902,OID20902,PPP3R1,P63098,NEUROLOGY,1,Calcineurin subunit B type 1 ,PPP3R1,PPP3R1
OID20913,OID20913,NMNAT1,Q9HAN9,NEUROLOGY,1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 ,NMNAT1,NMNAT1
OID20921,OID20921,ABHD14B,Q96IU4,NEUROLOGY,1,Protein ABHD14B ,ABHD14B,ABHD14B
OID21002,OID21002,PLA2G10,O15496,NEUROLOGY,1,Group 10 secretory phospholipase A2 ,PLA2G10,PLA2G10
OID21062,OID21062,FOLR2,P14207,NEUROLOGY,1,Folate receptor beta ,FOLR2,FOLR2
OID20959,OID20959,MITD1,Q8WV92,NEUROLOGY,1,MIT domain-containing protein 1,MITD1,MITD1
OID20856,OID20856,BAX,Q07812,NEUROLOGY,1,Apoptosis regulator BAX ,BAX,BAX
OID20865,OID20865,ATXN10,Q9UBB4,NEUROLOGY,1,Ataxin-10 ,ATXN10,ATXN10
OID20988,OID20988,CD63,P08962,NEUROLOGY,1,CD63 antigen ,CD63,CD63
OID21031,OID21031,SULT1A1,P50225,NEUROLOGY,1,Sulfotransferase 1A1 ,SULT1A1,SULT1A1
OID20904,OID20904,MAD1L1,Q9Y6D9,NEUROLOGY,1,Mitotic spindle assembly checkpoint protein MAD1 ,MAD1L1,MAD1L1
OID20957,OID20957,TNR,Q92752,NEUROLOGY,1,Tenascin-R ,TNR,TNR
OID20900,OID20900,IL18RAP,O95256,NEUROLOGY,1,Interleukin-18 receptor accessory protein ,IL18RAP,IL18RAP
OID20917,OID20917,DRAXIN,Q8NBI3,NEUROLOGY,1,Draxin ,DRAXIN,DRAXIN
OID20981,OID20981,TNFRSF10B,O14763,NEUROLOGY,1,Tumor necrosis factor receptor superfamily member 10B ,TNFRSF10B,TNFRSF10B
OID20962,OID20962,PRDX1,Q06830,NEUROLOGY,1,Peroxiredoxin-1 ,PRDX1,PRDX1
OID20811,OID20811,ATP5PO,P48047,NEUROLOGY,1,"ATP synthase subunit O, mitochondrial ",ATP5PO,ATP5PO
OID20808,OID20808,CDHR1,Q96JP9,NEUROLOGY,1,Cadherin-related family member 1 ,CDHR1,CDHR1
OID20805,OID20805,SCARB1,Q8WTV0,NEUROLOGY,1,Scavenger receptor class B member 1 ,SCARB1,SCARB1
OID20909,OID20909,GGT5,P36269,NEUROLOGY,1,Glutathione hydrolase 5 proenzyme ,GGT5,GGT5
OID20807,OID20807,MMP13,P45452,NEUROLOGY,1,Collagenase 3 ,MMP13,MMP13
OID20994,OID20994,BMP4,P12644,NEUROLOGY,1,Bone morphogenetic protein 4 ,BMP4,BMP4
OID20881,OID20881,KEL,P23276,NEUROLOGY,1,Kell blood group glycoprotein ,KEL,KEL
OID21101,OID21101,GUCA2A,Q02747,NEUROLOGY,1,Guanylin ,GUCA2A,GUCA2A
OID20841,OID20841,GHRHR,Q02643,NEUROLOGY,1,Growth hormone-releasing hormone receptor ,GHRHR,GHRHR
OID21141,OID21141,BLVRB,P30043,NEUROLOGY,1,Flavin reductase ,BLVRB,BLVRB
OID21069,OID21069,CGA,P01215,NEUROLOGY,1,Glycoprotein hormones alpha chain ,CGA,CGA
OID20967,OID20967,TNFRSF10A,O00220,NEUROLOGY,1,Tumor necrosis factor receptor superfamily member 10A ,TNFRSF10A,TNFRSF10A
OID20946,OID20946,FLRT2,O43155,NEUROLOGY,1,Leucine-rich repeat transmembrane protein FLRT2 ,FLRT2,FLRT2
OID20932,OID20932,SERPINB9,P50453,NEUROLOGY,1,Serpin B9 ,SERPINB9,SERPINB9
OID21107,OID21107,TNXB,P22105,NEUROLOGY,1,Tenascin-X ,TNXB,TNXB
OID20961,OID20961,NPM1,P06748,NEUROLOGY,1,Nucleophosmin ,NPM1,NPM1
OID20964,OID20964,TNFRSF6B,O95407,NEUROLOGY,1,Tumor necrosis factor receptor superfamily member 6B ,TNFRSF6B,TNFRSF6B
OID21131,OID21131,PECAM1,P16284,NEUROLOGY,1,Platelet endothelial cell adhesion molecule ,PECAM1,PECAM1
OID21076,OID21076,BCAM,P50895,NEUROLOGY,1,Basal cell adhesion molecule ,BCAM,BCAM
OID21091,OID21091,GP6,Q9HCN6,NEUROLOGY,1,Platelet glycoprotein VI ,GP6,GP6
OID20801,OID20801,CALB2,P22676,NEUROLOGY,1,Calretinin ,CALB2,CALB2
OID20795,OID20795,IFNL1,Q8IU54,NEUROLOGY,1,Interferon lambda-1 ,IFNL1,IFNL1
OID21053,OID21053,CPPED1,Q9BRF8,NEUROLOGY,1,Serine/threonine-protein phosphatase CPPED1 ,CPPED1,CPPED1
OID20971,OID20971,SNCG,O76070,NEUROLOGY,1,Gamma-synuclein ,SNCG,SNCG
OID21151,OID21151,F11R,Q9Y624,NEUROLOGY,1,Junctional adhesion molecule A ,F11R,F11R
OID20821,OID20821,LYPD1,Q8N2G4,NEUROLOGY,1,Ly6/PLAUR domain-containing protein 1 ,LYPD1,LYPD1
OID21046,OID21046,ENO2,P09104,NEUROLOGY,1,Gamma-enolase ,ENO2,ENO2
OID20868,OID20868,TST,Q16762,NEUROLOGY,1,Thiosulfate sulfurtransferase ,TST,TST
OID21018,OID21018,CD8A,P01732,NEUROLOGY,1,T-cell surface glycoprotein CD8 alpha chain ,CD8A,CD8A
OID20958,OID20958,CC2D1A,Q6P1N0,NEUROLOGY,1,Coiled-coil and C2 domain-containing protein 1A ,CC2D1A,CC2D1A
OID21154,OID21154,TFF1,P04155,NEUROLOGY,1,Trefoil factor 1 ,TFF1,TFF1
OID20977,OID20977,IPCEF1,Q8WWN9,NEUROLOGY,1,Interactor protein for cytohesin exchange factors 1 ,IPCEF1,IPCEF1
